NAALAD2	NAALAD2_rna-XM_015280387.2
WDR13	WDR13_ENSGALT00000086875.2
MPDZ	MPDZ_rna-NM_001256123.1
FAT1	FAT1_rna-XM_015285559.2
MEF2D	MEF2D_rna-XM_025143424.1
ZNF185L	ZNF185L_rna-XM_015278551.2
DLG1	DLG1_rna-XM_004943320.3
HIST1H2A4	HIST1H2A4_rna-NM_001079475.1
LSG1	LSG1_rna-NM_001006549.1
BACH2	BACH2_rna-XM_015284690.2
DOCK3	DOCK3_rna-XM_015292917.2
AHI1	AHI1_rna-XM_004935722.3
NRXN1	NRXN1_rna-XM_025148501.1
CCT3	CCT3_rna-XM_015298317.2
TRUB2	TRUB2_rna-XM_015279564.2
NDUFS5	NDUFS5_rna-XM_001233574.3
TEAD1	TEAD1_rna-XM_025150631.1
PABPC1	PABPC1_ENSGALT00000068341.2
ASB6	ASB6_rna-XM_015279474.2
RCC2	RCC2_rna-XM_015296999.2
GCAT	GCAT_ENSGALT00000020120.7
SYN3	SYN3_rna-XM_003640389.4
FANCB	FANCB_ENSGALT00000026744.6
CADPS	CADPS_rna-XM_025154725.1
geneid-LOC112529951	geneid-LOC112529951_id-LOC112529951
CDK19	CDK19_rna-XM_015284576.2
GFRA4	GFRA4_rna-XM_015286039.2
ILF2	ILF2_rna-XM_015298483.2
RBM47	RBM47_rna-XM_025149892.1
CHPF	CHPF_ENSGALT00000064538.2
FRY	FRY_rna-XM_015278591.2
MYO18A	MYO18A_rna-XM_025142070.1
PPFIA2	PPFIA2_rna-XM_025154486.1
CACNA1S	CACNA1S_rna-XM_025143675.1
LIPT1	LIPT1_ENSGALT00000027059.5
PACSIN3	PACSIN3_rna-NM_001044652.1
RASD2	RASD2_rna-XM_416293.6
BEST1	BEST1_rna-XM_421055.5
SVIL	SVIL_rna-XM_025148355.1
GPR141	GPR141_ENSGALT00000072548.2
RAPGEFL1	RAPGEFL1_rna-XM_025144195.1
CRYBA1	CRYBA1_rna-XM_025141929.1
PLA2G4A	PLA2G4A_ENSGALT00000048470.2
LRCH3	LRCH3_rna-XM_015291483.2
CZH9ORF3	CZH9ORF3_rna-XM_025145257.1
NAAA	NAAA_rna-XM_015276426.1
FHOD3	FHOD3_rna-XM_015282355.2
EPHX2	EPHX2_ENSGALT00000026740.6
STK39	STK39_ENSGALT00000098637.1
GDPD5	GDPD5_rna-XM_025150751.1
BSDC1	BSDC1_rna-XM_025142996.1
MGAT4C	MGAT4C_ENSGALT00000066233.2
RHOBTB3	RHOBTB3_ENSGALT00000023647.6
CERS3	CERS3_ENSGALT00000023574.6
IL20RA	IL20RA_ENSGALT00000022493.6
CAMSAP2	CAMSAP2_rna-XM_015290354.2
HES6	HES6_rna-XM_015277059.2
PDLIM7	PDLIM7_rna-XM_015293808.2
MGME1	MGME1_rna-XM_015283468.2
KCTD1	KCTD1_rna-XM_015278000.2
TMCO1	TMCO1_ENSGALT00000088539.2
METTL18	METTL18_ENSGALT00000056245.2
SENP7	SENP7_rna-XM_025144073.1
MTUS1	MTUS1_rna-XM_015285554.2
PIP5K1A	PIP5K1A_ENSGALT00000001176.6
FARP1	FARP1_rna-NM_001252064.2
SLC26A7	SLC26A7_ENSGALT00000107237.1
TJP1	TJP1_rna-XM_015278977.2
AMY1A	AMY1A_ENSGALT00000095795.1
CD44	CD44_rna-XM_025150573.1
NOL10	NOL10_ENSGALT00000026528.4
TAB3	TAB3_rna-XM_015302248.1
COMMD5	COMMD5_rna-NM_001008465.1
ESD	ESD_rna-XM_025150365.1
CCDC129	CCDC129_rna-XM_015281663.2
OSBPL10	OSBPL10_ENSGALT00000107781.1
PDS5B	PDS5B_rna-NM_001012827.2
CTSA	CTSA_ENSGALT00000084248.2
CXCR4	CXCR4_rna-NM_204617.2
NRXN3	NRXN3_rna-XM_025150768.1
WRN	WRN_rna-XM_015276200.1
AKAP9	AKAP9_rna-NM_207179.2
THOC2	THOC2_rna-XM_025149865.1
BTBD3	BTBD3_rna-XM_004935234.3
SRRL	SRRL_rna-XM_015288053.1
CAB39L	CAB39L_rna-XM_015275651.2
HEATR8L1	HEATR8L1_rna-XM_025145136.1
ADAM22	ADAM22_rna-XM_025148405.1
CLASP1	CLASP1_rna-XM_015290009.2
ADD3	ADD3_rna-XM_015288535.2
THSD7A	THSD7A_rna-XM_025147359.1
CUEDC2	CUEDC2_rna-NM_001277349.1
FOXN2	FOXN2_rna-XM_015278072.2
LUC7L3	LUC7L3_ENSGALT00000038316.2
TCF3	TCF3_ENSGALT00000041183.4
USP6NL	USP6NL_rna-XM_015295824.2
SENP6	SENP6_rna-XM_025148960.1
SYNCRIP	SYNCRIP_rna-XM_025148760.1
ADAMTS9	ADAMTS9_rna-XM_015293287.2
THBS2	THBS2_rna-NM_001001755.1
IL18	IL18_rna-XM_015297944.2
AP4E1	AP4E1_rna-XM_025153886.1
SEMA6D	SEMA6D_rna-XM_015291938.2
MASP2	MASP2_rna-XM_025142494.1
C1QTNF7	C1QTNF7_ENSGALT00000023428.6
CENPK	CENPK_rna-NM_001044663.1
CNOT1	CNOT1_ENSGALT00000003619.7
HNRNPK	HNRNPK_rna-XM_015280373.2
ARL15	ARL15_rna-XM_015277567.1
EIF2AK2	EIF2AK2_rna-XM_015283611.2
TMEM184B	TMEM184B_ENSGALT00000020049.5
SETD4	SETD4_rna-NM_001030794.2
WDR89	WDR89_ENSGALT00000019302.6
CAPN7	CAPN7_rna-XM_418783.6
MAPK8IP3	MAPK8IP3_rna-XM_015301938.2
NOVA1	NOVA1_rna-NM_001199713.1
ATP2C1	ATP2C1_rna-XM_015281759.2
LIFR	LIFR_ENSGALT00000102059.1
PHOSPHO1	PHOSPHO1_rna-XM_015299435.2
RNPS1	RNPS1_ENSGALT00000015109.6
BTK	BTK_rna-XM_015278171.2
GDE1	GDE1_rna-XM_015294547.2
ALS2	ALS2_rna-XM_015289452.2
SORBS1	SORBS1_rna-XM_015288486.2
CCDC71	CCDC71_ENSGALT00000010978.7
NPAS2	NPAS2_ENSGALT00000096115.1
KIDINS220	KIDINS220_rna-XM_015276064.2
ANGPT2	ANGPT2_rna-XM_015284814.2
HIVEP2	HIVEP2_rna-XM_015284199.2
SPINT4	SPINT4_rna-XM_004947200.3
TSPAN15	TSPAN15_rna-NM_001006499.1
C2H8ORF37	C2H8ORF37_rna-XM_025148050.1
TEDC1	TEDC1_ENSGALT00000045846.3
ZNF384	ZNF384_rna-XM_025151616.1
SLC31A1	SLC31A1_rna-XM_025156082.1
FGFR2	FGFR2_rna-XM_015288594.2
IL15	IL15_ENSGALT00000038637.4
SIPA1L1	SIPA1L1_rna-NM_001199690.1_shortIntron
CPLANE2	CPLANE2_ENSGALT00000107435.1
DPYSL3	DPYSL3_ENSGALT00000063194.2
GPR63	GPR63_rna-XM_015284676.2
NF2	NF2_rna-XM_015294837.2
ETV6	ETV6_rna-NM_001199273.1
CLCN2	CLCN2_rna-XM_015291546.2
HECTD2	HECTD2_ENSGALT00000079673.2
EPB41L4A	EPB41L4A_rna-XM_015280451.2
NRP1	NRP1_rna-NM_204782.1
LRCH1	LRCH1_rna-XM_015276492.2
SEMA5A	SEMA5A_ENSGALT00000044841.3
EVX1	EVX1_rna-XM_425994.6
AGBL1	AGBL1_rna-XM_025154074.1
FLOT2	FLOT2_rna-XM_015295767.1
STN1	STN1_ENSGALT00000094073.1
CACNB2	CACNB2_rna-XM_015282015.2
RUFY2	RUFY2_rna-XM_421568.6
NAGPA	NAGPA_ENSGALT00000100591.1
geneid-LOC112531799	geneid-LOC112531799_id-LOC112531799
BSX	BSX_rna-NM_204512.1
ZER1	ZER1_rna-XM_415488.6
UBE2V1	UBE2V1_rna-NM_001205097.1
HMBOX1	HMBOX1_rna-XM_015285126.2
TMLHE	TMLHE_ENSGALT00000094977.1
ITPKB	ITPKB_ENSGALT00000100047.1
CDK5RAP1	CDK5RAP1_ENSGALT00000010897.6
NT5C2	NT5C2_rna-XM_015288644.2
CITED4	CITED4_ENSGALT00000101032.1
CAPN15	CAPN15_ENSGALT00000101327.1
FAM69A	FAM69A_rna-XM_015290701.2
CSMD1	CSMD1_rna-XM_015284920.2
VWA5A	VWA5A_rna-XM_015298314.2
IGSF21	IGSF21_rna-XM_025142732.1
SMC1A	SMC1A_rna-XM_025143992.1
EDQM3	EDQM3_rna-NM_001351438.1
EXOG	EXOG_rna-XM_418536.5
AKTIP	AKTIP_rna-NM_001005838.1
BCORL1	BCORL1_rna-XM_015278363.2
TJP1	TJP1_ENSGALT00000065033.2
WBP1L	WBP1L_rna-XM_015288740.1
SPEG	SPEG_rna-XM_015290101.2
MRRF	MRRF_rna-XM_004946001.3
NR6A1	NR6A1_ENSGALT00000051756.2
A2M	A2M_rna-XM_025142810.1
NRSN1	NRSN1_rna-XM_025147643.1
RASAL3	RASAL3_rna-XM_025145748.1
FAM189A2	FAM189A2_rna-XM_025144866.1
SNAP91	SNAP91_rna-XM_025148807.1
AGFG1	AGFG1_rna-XM_025153686.1
WASHC2C	WASHC2C_rna-XM_015288389.2
MED30	MED30_rna-NM_001277436.1
SCML2	SCML2_rna-XM_025146586.1
GRB2	GRB2_rna-XM_025141540.1
ARHGAP24	ARHGAP24_ENSGALT00000018134.7
JPH1	JPH1_rna-XM_015282874.2
RRAS2	RRAS2_ENSGALT00000009649.2
OLFML2A	OLFML2A_rna-XM_015279850.2
RPF2	RPF2_rna-XM_426181.6
ANK2	ANK2_rna-XM_025150197.1
HIST1H2B8	HIST1H2B8_rna-NM_001031481.1
PNISR	PNISR_rna-NM_001031080.2
DEK	DEK_rna-XM_015275868.2
NCAPH2	NCAPH2_rna-XM_025152940.1
POLR3F	POLR3F_rna-NM_001199401.1
FGD3	FGD3_rna-XM_004944555.3
APBB2	APBB2_rna-XM_015285459.2
KBTBD2	KBTBD2_rna-XM_015281668.2
NEK6	NEK6_ENSGALT00000001687.6
NOS2	NOS2_rna-NM_204961.1
RPUSD1	RPUSD1_rna-XM_004945220.3
NUS1	NUS1_ENSGALT00000024033.6
PTPRS	PTPRS_rna-XM_025144254.1
NKIRAS1	NKIRAS1_rna-XM_015281796.2
SPDL1	SPDL1_rna-XM_414505.6
CNOT4	CNOT4_rna-NM_001012811.1
H6PD	H6PD_ENSGALT00000003926.7
FNBP1	FNBP1_rna-XM_025141361.1
OSBPL1A	OSBPL1A_rna-XM_025147900.1
RBM17	RBM17_rna-XM_416473.6
FZR1	FZR1_rna-XM_015299664.2
FBRSL1	FBRSL1_rna-XM_015275663.2
ERI1	ERI1_rna-NM_001006450.1
ASAP3	ASAP3_rna-XM_025143045.1
TCF3	TCF3_rna-XM_015299898.2
FHL3	FHL3_rna-XM_015297774.2
GINS2	GINS2_rna-XM_414187.6
PLPPR3	PLPPR3_rna-XM_003642869.4
ADGRL2	ADGRL2_rna-XM_025152855.1
GSTA2	GSTA2_rna-XM_015284824.2
HNRNPA1	HNRNPA1_rna-XM_015300356.2
PPCDC	PPCDC_rna-XM_001231998.5
MCHR2	MCHR2_rna-XM_015294784.2
CDH12	CDH12_rna-XM_025147689.1
SOS2	SOS2_ENSGALT00000020050.6
ANKRD33B	ANKRD33B_ENSGALT00000067514.2
SPEF2	SPEF2_rna-XM_025144811.1
MYH10	MYH10_rna-NM_205474.1
FUT7	FUT7_rna-XM_025141318.1
RUVBL1	RUVBL1_ENSGALT00000009542.3
TMCC2	TMCC2_ENSGALT00000082417.2
ABHD2	ABHD2_ENSGALT00000010812.6
CARD19	CARD19_rna-XM_414329.5
ARHGEF28	ARHGEF28_rna-XM_025144889.1
CELF6	CELF6_rna-XM_025153988.1
OSBPL6	OSBPL6_rna-XM_004942707.3
WDR73	WDR73_rna-XM_025146942.1
MRPL2	MRPL2_rna-XM_419327.5
PLCH2	PLCH2_rna-XM_025142612.1
MYO1D	MYO1D_rna-XM_015299284.2
MSL3	MSL3_ENSGALT00000067784.3
SRRL	SRRL_rna-XM_025151651.1
SH3PXD2A	SH3PXD2A_rna-XM_004942262.3
SLC45A1	SLC45A1_rna-XM_417523.6
ENPP2	ENPP2_rna-XM_015283024.2
DSCAM	DSCAM_ENSGALT00000025993.6
MGAT4D	MGAT4D_rna-XM_420414.6
DNM3	DNM3_rna-XM_003641653.4
MMRN1	MMRN1_ENSGALT00000016922.5
CNOT1	CNOT1_rna-XM_015279106.2
OR14J1L127	OR14J1L127_rna-XM_025145478.1
PKN3	PKN3_rna-XM_015279565.2
GPER1	GPER1_ENSGALT00000006465.6
CHADL	CHADL_rna-XM_015285143.2
CANX	CANX_rna-XM_015293792.2
SLC19A2	SLC19A2_rna-XM_015296689.2
NCAM1	NCAM1_rna-XM_015298048.2
B4GALT3	B4GALT3_rna-XM_416564.6
FCRL4	FCRL4_rna-XM_025143401.1
BCLAF1	BCLAF1_rna-XM_004935712.2
GNG4	GNG4_rna-XM_004935468.3
AVP	AVP_rna-NM_205185.2
RENBP	RENBP_rna-XM_025146164.1
SPIK7	SPIK7_rna-XM_015293764.2
RD3	RD3_rna-XM_015283865.2
TBX19	TBX19_rna-NM_204950.1
ADAMTSL2	ADAMTSL2_rna-XM_025141388.1
ANO1	ANO1_ENSGALT00000104647.1
IFNL3	IFNL3_ENSGALT00000091564.1
WDR59	WDR59_ENSGALT00000004428.6
KIAA1549L	KIAA1549L_rna-XM_015286327.2
XPOT	XPOT_ENSGALT00000015988.7
CCDC113	CCDC113_rna-XM_025154244.1
MLLT3	MLLT3_rna-XM_004949130.3
GYG1	GYG1_rna-XM_015291688.2
TMBIM1	TMBIM1_ENSGALT00000018650.6
ATG13	ATG13_rna-XM_025151378.1
RAD51	RAD51_rna-XM_015286146.2
AIM1	AIM1_rna-XM_419809.6
PHTF2	PHTF2_rna-XM_015275737.2
EPRS	EPRS_rna-XM_015283651.2
STAP1	STAP1_ENSGALT00000019102.5
KCNH5	KCNH5_rna-XM_015287902.2
TRAF3	TRAF3_rna-XM_025150935.1
SLC1A6	SLC1A6_rna-XM_004948655.3
CYP3A4	CYP3A4_rna-NM_001329508.1
VWA1	VWA1_rna-XM_004947404.3
CYP2C23b	CYP2C23b_rna-NM_001001757.1
PRDM5	PRDM5_rna-XM_004941229.3
TIPIN	TIPIN_rna-NM_001012690.1
BDH2	BDH2_rna-XM_015285615.2
ATL2	ATL2_rna-XM_004935264.3
CENPX	CENPX_rna-XM_025141536.1
LRRC40	LRRC40_rna-NM_001031295.1
ARHGEF16	ARHGEF16_rna-XM_417549.6
FILIP1L	FILIP1L_rna-XM_025143870.1
TMPRSS13	TMPRSS13_rna-XM_015298248.2
CWH43	CWH43_rna-XM_015285506.2
USP6NL	USP6NL_rna-XM_015295914.2
NUGGC	NUGGC_rna-XM_004935848.3
NUP133	NUP133_ENSGALT00000018070.6
CPT2	CPT2_rna-XM_025152880.1
SULT2B1L2	SULT2B1L2_ENSGALT00000094565.1
ATF3	ATF3_rna-XM_025149331.1
ZIC5	ZIC5_ENSGALT00000063625.2
DOK5	DOK5_rna-XM_025142343.1
SLC35F1	SLC35F1_ENSGALT00000043188.3
CARD11	CARD11_ENSGALT00000007013.4
SEPT2L	SEPT2L_rna-XM_015275239.2
SULT6B1	SULT6B1_ENSGALT00000087732.2
ACLY	ACLY_rna-XM_015299570.2
SMPDL3A	SMPDL3A_rna-XM_001235756.5
R3HDML	R3HDML_ENSGALT00000090013.2
RAPGEF1	RAPGEF1_rna-XM_015279749.2
NNT	NNT_rna-XM_004937220.3
TBC1D16	TBC1D16_rna-XM_001231438.5
RHOH	RHOH_rna-XM_025150081.1
SPG20	SPG20_rna-XM_015278440.2
STEAP4	STEAP4_rna-XM_001235256.5
ABCA5	ABCA5_rna-XM_015279942.2
COQ9	COQ9_rna-NM_001198605.1
ATXN2	ATXN2_rna-XM_015275558.2
ARHGAP15	ARHGAP15_rna-XM_025152212.1
OR14J1L84	OR14J1L84_rna-XM_428483.5
MT	MT_rna-XM_025152385.1
SMARCA1	SMARCA1_rna-XM_420329.6
ABCB5	ABCB5_rna-XM_025147417.1
PIGA	PIGA_rna-NM_001030808.1
UGDH	UGDH_rna-XM_025149693.1
LMAN2	LMAN2_rna-XM_003642053.4
SCN2B	SCN2B_rna-XM_417914.6
ANO4	ANO4_ENSGALT00000018969.6
PFKFB3	PFKFB3_rna-XM_015291215.2
VWCE	VWCE_rna-XM_015286112.2
SCARF1	SCARF1_rna-XM_015296037.2
ATP8A1	ATP8A1_rna-XM_025149963.1
PLA2G4EL1	PLA2G4EL1_rna-XM_015287112.2
geneid-LOC112530241	geneid-LOC112530241_id-LOC112530241
C9H2ORF82	C9H2ORF82_rna-XM_015276950.1
CALCB	CALCB_rna-NM_001113708.1
SLC18A1	SLC18A1_rna-XM_015297435.2
LACTB2	LACTB2_ENSGALT00000066663.2
TYRO3	TYRO3_rna-XM_025150550.1
CTNNB1	CTNNB1_rna-XM_015281298.2
NFYC	NFYC_rna-XM_025143079.1
KIAA0408	KIAA0408_rna-XM_025149145.1
MAP6	MAP6_ENSGALT00000012041.6
DDT	DDT_rna-XM_015275321.2
FOXK1	FOXK1_rna-XM_015294358.2
SALL1	SALL1_rna-NM_204707.1
ADAM8	ADAM8_rna-XM_015278690.2
KLHL22	KLHL22_rna-XM_025155517.1
CD244	CD244_rna-XM_025143551.1
RALYL	RALYL_rna-XM_015282798.2
CCNDBP1	CCNDBP1_rna-XM_025142275.1
KIAA0355	KIAA0355_ENSGALT00000099809.1
ASXL2	ASXL2_rna-NM_001031096.1
WFDC2	WFDC2_rna-XM_417472.6
CPEB1	CPEB1_rna-XM_025153816.1
C4H4ORF45	C4H4ORF45_rna-XM_001233137.5
BG1	BG1_rna-XM_015294978.2
GRIPAP1	GRIPAP1_rna-XM_025145776.1
DYNC1I1	DYNC1I1_rna-XM_015281914.1
PHRF1	PHRF1_rna-XM_015286717.2
CDCA4	CDCA4_rna-XM_025150796.1
VLDLR	VLDLR_ENSGALT00000107523.1
LYRM9	LYRM9_rna-NM_001302139.1
PANK3	PANK3_ENSGALT00000025750.7
CTU2	CTU2_rna-XM_414210.6
RNPEPL1	RNPEPL1_ENSGALT00000013545.5
DNAI1	DNAI1_ENSGALT00000099450.1
WTIP	WTIP_ENSGALT00000043640.3
THSD7B	THSD7B_rna-XM_015289894.2
TCF20	TCF20_rna-XM_004937687.3
ZFYVE28	ZFYVE28_rna-XM_015286017.2
MAP4K3	MAP4K3_rna-XM_025149407.1
RIMS2	RIMS2_rna-XM_025148077.1
KLHL8	KLHL8_rna-XM_025150378.1
FHL5	FHL5_rna-XM_025148754.1
AK3	AK3_rna-XM_025144780.1
NUBP1	NUBP1_rna-XM_025155111.1
SV2B	SV2B_rna-XM_004943861.3
SVIL	SVIL_rna-XM_015282111.2
GAL	GAL_rna-XM_015286792.2
XPO6	XPO6_rna-XM_015294701.2
OR8U1	OR8U1_rna-NM_001031176.1
SLAIN1	SLAIN1_ENSGALT00000093972.1
TNNT2	TNNT2_rna-XM_015298702.2
C3H1ORF198	C3H1ORF198_rna-XM_015284384.2
FAM214A	FAM214A_rna-NM_001005811.1
RBP14L	RBP14L_rna-XM_015273014.2
RALA	RALA_rna-XM_025147572.1
BHLHA15	BHLHA15_ENSGALT00000081496.2
HORMAD2	HORMAD2_rna-XM_015294915.2
HLA-F10AL1	HLA-F10AL1_rna-XM_025155898.1
TIMD4	TIMD4_rna-NM_001006149.1
DIS3L2	DIS3L2_rna-XM_025153427.1
ACOX3	ACOX3_rna-XM_025150095.1
SPATA18	SPATA18_rna-XM_025149923.1
MCOLN3	MCOLN3_ENSGALT00000099096.1
SRRL	SRRL_rna-XM_025151655.1
GNG12	GNG12_ENSGALT00000046551.2
TXNRD3	TXNRD3_ENSGALT00000071945.2
RPH3AL	RPH3AL_rna-XM_025142000.1
FDXR	FDXR_rna-XM_025141857.1
RAD51B	RAD51B_rna-XM_004941707.3
GTF2A2	GTF2A2_rna-XM_025153876.1
NRXN1	NRXN1_rna-XM_015278020.2
E2F7	E2F7_rna-XM_416110.6
ATG101	ATG101_rna-XM_015273510.2
CCDC110	CCDC110_rna-XM_004935976.3
GIMD1	GIMD1_rna-XM_420495.6
MYOM3	MYOM3_rna-XM_025143143.1
SBNO2	SBNO2_rna-XM_015299979.2
LSM7	LSM7_rna-XM_025144265.1
GORASP2	GORASP2_rna-XM_015289644.2
FAR1	FAR1_rna-XM_015286363.2
DLG3	DLG3_rna-XM_015278418.2
TACC1	TACC1_rna-XM_025142928.1
WIPF1	WIPF1_ENSGALT00000071248.2
USP19	USP19_rna-XM_015293326.2
TPTE2	TPTE2_rna-XM_015275953.2
PRORSD1P	PRORSD1P_rna-NM_001195561.1
PPP1CA	PPP1CA_rna-XM_015272644.2
SLC6A11	SLC6A11_rna-XM_414302.6
HEY2	HEY2_ENSGALT00000080666.2
MAPK8IP3	MAPK8IP3_rna-XM_015301937.2
C9orf116	C9orf116_ENSGALT00000063626.2
MAEL	MAEL_rna-XM_025144582.1
NCOA2	NCOA2_ENSGALT00000074784.3
ST6GALNAC2	ST6GALNAC2_rna-NM_205233.1
GALM	GALM_rna-XM_004935273.3
PTGES	PTGES_rna-NM_001194983.1
WTAP	WTAP_rna-XM_004935576.2
USP50	USP50_rna-XM_004943814.3
TMEM255B	TMEM255B_rna-XM_025146708.1
LRRTM4	LRRTM4_rna-XM_417690.6
DIAPH2	DIAPH2_rna-XM_025149458.1
PRDM16	PRDM16_rna-XM_025142615.1
SNCAIP	SNCAIP_rna-XM_015280823.2
TMEM38B	TMEM38B_ENSGALT00000043787.3
CMTM7	CMTM7_ENSGALT00000018725.3
IRF10	IRF10_ENSGALT00000100907.1
CEP89	CEP89_ENSGALT00000007588.6
VPS36	VPS36_ENSGALT00000027510.5
PROS1	PROS1_rna-XM_416641.6
POMT2	POMT2_rna-XM_025150897.1
ISPD	ISPD_rna-XM_004939331.3
C10orf128	C10orf128_rna-XM_430096.6
RPS6KL1	RPS6KL1_rna-XM_025150872.1
CD244	CD244_rna-XM_015298466.1
SLC26A11	SLC26A11_rna-XM_025141718.1
GALNT11	GALNT11_rna-XM_004939136.3
RAB25	RAB25_rna-XM_015298342.2
ENDOD1	ENDOD1_ENSGALT00000027811.5
GSN	GSN_rna-NM_204934.1
RUFY2	RUFY2_rna-XM_004942017.3
EARS2	EARS2_ENSGALT00000009880.5
MIER2	MIER2_rna-XM_004948785.3
MFSD6	MFSD6_ENSGALT00000068586.2
SYNPO2	SYNPO2_rna-XM_004941230.3
STARD13	STARD13_rna-XM_015278497.2
UNC13A	UNC13A_rna-XM_015299755.2
FYN	FYN_rna-XM_025148567.1
TMEM260	TMEM260_rna-XM_421443.6
RPAP2	RPAP2_rna-XM_015290688.2
TANC2	TANC2_rna-XM_015299378.2
UBE2H	UBE2H_rna-NM_001030647.1
ZNF831	ZNF831_rna-XM_015296545.2
ARPP21	ARPP21_rna-XM_015281710.2
MPP6	MPP6_rna-XM_015281841.2
RIPPLY2	RIPPLY2_rna-XM_025149328.1
FGD4	FGD4_rna-XM_015287254.2
SLC18A2	SLC18A2_ENSGALT00000015112.6
GRIP1	GRIP1_rna-XM_015282808.2
DRAM1	DRAM1_rna-XM_015287722.2
RASGEF1B	RASGEF1B_ENSGALT00000102274.1
TAPT1	TAPT1_ENSGALT00000079905.2
BTBD19	BTBD19_rna-XM_015291290.2
ARHGEF18	ARHGEF18_rna-XM_015300165.2
SPG11	SPG11_rna-XM_004943937.3
TMEM198	TMEM198_rna-XM_015290123.2
ZNRF3	ZNRF3_ENSGALT00000098017.1
DDO	DDO_rna-XM_015284573.2
BLOC1S6	BLOC1S6_rna-NM_001007825.1
LIN7C	LIN7C_rna-XM_015286169.2
ARRDC2	ARRDC2_rna-XM_001233359.5
APPBP2	APPBP2_rna-NM_001030723.1
COX6A1	COX6A1_ENSGALT00000085155.2
EGFL7	EGFL7_ENSGALT00000059634.2
SLC6A15	SLC6A15_rna-XM_015283431.2
SS18L2	SS18L2_rna-XM_001231860.5
MPP4	MPP4_ENSGALT00000013679.7
POSTN	POSTN_rna-XM_015277613.2
MROH2AL2	MROH2AL2_rna-XM_025146224.1
PIGF	PIGF_ENSGALT00000054390.2
C1orf53	C1orf53_rna-XM_015290374.2
NCOA1	NCOA1_rna-XM_015285106.2
CINP	CINP_rna-NM_001277503.1
USP25	USP25_ENSGALT00000025309.6
FLCN	FLCN_rna-XM_414807.6
SDK1	SDK1_rna-XM_015294103.2
SLC4A9	SLC4A9_ENSGALT00000085688.2
MAEL	MAEL_ENSGALT00000024921.6
NWD2	NWD2_rna-XM_015285678.2
LMAN2L	LMAN2L_ENSGALT00000099731.1
WIF1	WIF1_rna-NM_001199607.2
P4HB	P4HB_rna-NM_001198710.2
REV1	REV1_rna-XM_025150018.1
MYCN	MYCN_rna-NM_001031091.2
SEC24C	SEC24C_rna-XM_015288324.2
PDP2	PDP2_ENSGALT00000008264.6
PPFIBP2	PPFIBP2_rna-XM_015286411.2
RAPGEF2	RAPGEF2_rna-XM_420387.6
PRKD1	PRKD1_rna-XM_015287358.2
FOCAD	FOCAD_rna-XM_015280091.2
EDEM2	EDEM2_rna-XM_004946976.3
SYBU	SYBU_rna-XM_015283016.2
CETN2	CETN2_rna-NM_001277640.1
ASAP2	ASAP2_rna-XM_015276073.2
NET1	NET1_ENSGALT00000013746.4
ARHGAP40	ARHGAP40_ENSGALT00000106950.1
BANK1	BANK1_rna-XM_420665.6
KIAA1147	KIAA1147_rna-XM_025156029.1
VWCE	VWCE_rna-XM_015286110.2
MMP15	MMP15_rna-XM_015292312.2
ZDHHC4	ZDHHC4_rna-XM_015294478.2
PTGER4	PTGER4_rna-XM_015277319.2
EXD3	EXD3_rna-XM_015279629.2
TPST1	TPST1_ENSGALT00000101751.1
MGST1	MGST1_rna-XM_025148903.1
PPP4R1	PPP4R1_rna-XM_015282501.2
TOPAZ1	TOPAZ1_rna-XM_025147479.1
AGAP3	AGAP3_rna-XM_015281032.2
MALT1	MALT1_ENSGALT00000074286.2
NT5C3B	NT5C3B_rna-XM_015299602.2
PAX2	PAX2_rna-XM_015288357.2
RAMP2	RAMP2_rna-XM_025143977.1
TBC1D24	TBC1D24_rna-XM_015294744.2
SNX11	SNX11_rna-XM_003642796.4
SUSD6	SUSD6_rna-XM_015287594.2
ENPP3	ENPP3_ENSGALT00000080506.2
CDC42EP4	CDC42EP4_rna-XM_015279933.2
MTIF3	MTIF3_rna-XM_015277983.2
AFAP1L2	AFAP1L2_rna-XM_025151947.1
MIGA1	MIGA1_ENSGALT00000014556.4
KIF18A	KIF18A_rna-NM_001199426.1
AFF3	AFF3_rna-XM_015277791.2
CALR3	CALR3_rna-NM_001348545.1
ATP6V0E1	ATP6V0E1_rna-NM_001097532.2
SLC6A1	SLC6A1_rna-XM_414303.5
BAZ2B	BAZ2B_rna-XM_015290145.2
PRRC2C	PRRC2C_rna-XM_025153047.1
THSD7B	THSD7B_rna-XM_025152331.1
C2H18ORF21	C2H18ORF21_rna-XM_419039.6
IQSEC1	IQSEC1_ENSGALT00000096669.1
AP2B1	AP2B1_rna-XM_015296016.2
TREM-A1	TREM-A1_ENSGALT00000063382.2
NUDT7	NUDT7_rna-NM_001252066.2
NTRK2	NTRK2_rna-XM_015280254.2
NTSR1	NTSR1_ENSGALT00000008861.5
PGAP2	PGAP2_rna-XM_015280959.2
FANCE	FANCE_rna-XM_004935012.3
CCDC186	CCDC186_rna-XM_015288957.2
RPL23	RPL23_rna-NM_001321599.1
TBCCD1	TBCCD1_rna-NM_001006545.1
ZFRL1	ZFRL1_rna-XM_003640563.4
SLC29A4	SLC29A4_rna-XM_025155155.1
RNF44	RNF44_rna-XM_015293889.2
IGDCC4	IGDCC4_ENSGALT00000096930.1
NADSYN1	NADSYN1_rna-NM_001006465.1
TALDO1	TALDO1_rna-NM_001031177.1
